date_time,Oman_maxtempC,Oman_mintempC,Oman_totalSnow_cm,Oman_sunHour,Oman_uvIndex,Oman_moon_illumination,Oman_moonrise,Oman_moonset,Oman_sunrise,Oman_sunset,Oman_DewPointC,Oman_FeelsLikeC,Oman_HeatIndexC,Oman_WindChillC,Oman_WindGustKmph,Oman_cloudcover,Oman_humidity,Oman_precipMM,Oman_pressure,Oman_tempC,Oman_visibility,Oman_winddirDegree,Oman_windspeedKmph,Oman_location
2020-11-12,29,22,0.0,8.7,7,6,02:58 AM,03:28 PM,06:18 AM,05:21 PM,17,27,27,25,30,0,60,0.0,1017,29,10,120,18,Oman
2020-11-13,29,23,0.0,8.7,7,0,04:02 AM,04:08 PM,06:19 AM,05:21 PM,16,27,27,25,23,0,57,0.0,1017,29,10,124,14,Oman
2020-11-14,29,24,0.0,8.7,7,0,05:07 AM,04:52 PM,06:19 AM,05:21 PM,16,27,27,26,16,4,56,0.0,1014,29,10,180,9,Oman
2020-11-15,26,22,0.0,8.7,6,0,06:14 AM,05:39 PM,06:20 AM,05:20 PM,19,26,26,24,27,31,69,0.2,1016,26,10,80,19,Oman
2020-11-16,27,23,0.0,8.7,7,2,07:24 AM,06:31 PM,06:21 AM,05:20 PM,17,26,26,25,19,13,62,0.0,1016,27,10,122,14,Oman
2020-11-17,27,23,0.0,8.7,7,9,08:31 AM,07:28 PM,06:21 AM,05:20 PM,17,26,26,24,12,2,63,0.0,1016,27,10,153,8,Oman
2020-11-18,28,21,0.0,8.7,7,17,09:36 AM,08:27 PM,06:22 AM,05:20 PM,15,26,26,24,9,2,56,0.0,1014,28,10,136,6,Oman
2020-11-19,26,22,0.0,7.2,5,24,10:35 AM,09:29 PM,06:23 AM,05:19 PM,15,26,26,24,14,21,59,0.4,1015,26,10,267,9,Oman
2020-11-20,26,22,0.0,8.7,6,32,11:27 AM,10:28 PM,06:23 AM,05:19 PM,16,25,25,24,28,3,63,0.0,1017,26,10,118,20,Oman
2020-11-21,27,21,0.0,8.7,6,39,12:12 PM,11:26 PM,06:24 AM,05:19 PM,13,25,25,23,26,0,51,0.0,1017,27,10,120,17,Oman
2020-11-22,27,20,0.0,8.7,6,47,12:52 PM,No moonset,06:25 AM,05:19 PM,12,24,24,23,13,1,49,0.0,1016,27,10,164,7,Oman
2020-11-23,29,21,0.0,8.7,7,54,01:27 PM,12:20 AM,06:25 AM,05:19 PM,13,26,26,24,16,1,48,0.0,1014,29,10,195,9,Oman
2020-11-24,25,22,0.0,8.7,6,62,02:00 PM,01:13 AM,06:26 AM,05:19 PM,16,25,25,24,28,4,61,0.0,1013,25,10,295,21,Oman
2020-11-25,25,22,0.0,8.7,5,70,02:31 PM,02:03 AM,06:27 AM,05:18 PM,16,25,25,23,22,39,65,0.7,1015,25,10,210,16,Oman
2020-11-26,25,21,0.0,8.7,5,77,03:03 PM,02:52 AM,06:27 AM,05:18 PM,15,25,25,23,32,11,61,0.1,1019,25,10,106,23,Oman
2020-11-27,25,20,0.0,8.7,5,85,03:35 PM,03:42 AM,06:28 AM,05:18 PM,14,23,23,22,31,14,60,0.1,1021,25,10,112,22,Oman
2020-11-28,25,21,0.0,8.7,6,92,04:08 PM,04:32 AM,06:29 AM,05:18 PM,16,25,25,23,27,17,65,0.0,1021,25,10,103,20,Oman
2020-11-29,25,20,0.0,8.7,6,100,04:44 PM,05:24 AM,06:29 AM,05:18 PM,14,23,23,22,13,0,59,0.0,1018,25,10,113,9,Oman
2020-11-30,25,19,0.0,8.7,6,100,05:24 PM,06:17 AM,06:30 AM,05:18 PM,12,23,23,22,11,0,53,0.0,1017,25,10,114,7,Oman
2020-12-01,25,19,0.0,8.7,6,89,06:09 PM,07:11 AM,06:31 AM,05:19 PM,13,23,23,22,9,0,56,0.0,1017,25,10,125,6,Oman
2020-12-02,26,20,0.0,8.7,6,82,06:58 PM,08:06 AM,06:32 AM,05:19 PM,13,23,23,23,5,0,56,0.0,1017,26,10,77,3,Oman
2020-12-03,27,21,0.0,8.7,6,75,07:52 PM,09:00 AM,06:32 AM,05:19 PM,16,25,25,24,18,0,61,0.0,1016,27,10,291,11,Oman
2020-12-04,28,19,0.0,8.7,7,67,08:48 PM,09:52 AM,06:33 AM,05:19 PM,16,26,26,24,20,0,62,0.0,1013,28,10,293,12,Oman
2020-12-05,28,22,0.0,8.7,7,60,09:47 PM,10:39 AM,06:34 AM,05:19 PM,17,26,26,25,15,0,64,0.0,1012,28,10,294,9,Oman
2020-12-06,28,23,0.0,8.7,7,53,10:46 PM,11:25 AM,06:34 AM,05:19 PM,18,27,27,25,19,1,65,0.0,1013,28,10,158,12,Oman
2020-12-07,29,23,0.0,8.7,7,46,11:46 PM,12:06 PM,06:35 AM,05:19 PM,17,27,27,25,13,2,59,0.0,1015,29,10,141,8,Oman
2020-12-08,24,22,0.0,8.7,5,38,No moonrise,12:45 PM,06:36 AM,05:20 PM,18,25,25,23,20,29,74,0.4,1017,24,10,308,14,Oman
2020-12-09,23,20,0.0,7.2,5,31,12:45 AM,01:24 PM,06:36 AM,05:20 PM,14,23,23,22,23,26,63,0.5,1016,23,10,296,16,Oman
2020-12-10,24,20,0.0,8.7,6,24,01:46 AM,02:02 PM,06:37 AM,05:20 PM,14,22,22,22,21,11,62,0.0,1015,24,10,286,15,Oman
2020-12-11,24,20,0.0,8.7,6,17,02:48 AM,02:42 PM,06:38 AM,05:20 PM,11,22,22,22,22,8,52,0.0,1016,24,10,260,15,Oman
2020-12-12,24,18,0.0,8.7,6,9,03:52 AM,03:26 PM,06:38 AM,05:21 PM,8,21,22,21,11,0,43,0.0,1017,24,10,160,7,Oman
2020-12-13,23,19,0.0,8.7,6,2,04:59 AM,04:15 PM,06:39 AM,05:21 PM,8,21,21,21,10,2,43,0.0,1017,23,10,196,6,Oman
2020-12-14,23,19,0.0,8.7,6,0,06:07 AM,05:09 PM,06:39 AM,05:21 PM,8,21,22,21,12,0,45,0.0,1017,23,10,133,8,Oman
2020-12-15,24,18,0.0,8.7,6,0,07:14 AM,06:07 PM,06:40 AM,05:22 PM,11,21,21,21,18,0,54,0.0,1019,24,10,110,12,Oman
2020-12-16,24,18,0.0,8.7,6,5,08:17 AM,07:10 PM,06:41 AM,05:22 PM,10,21,21,21,23,5,52,0.0,1020,24,10,114,15,Oman
2020-12-17,23,18,0.0,8.7,6,12,09:14 AM,08:12 PM,06:41 AM,05:23 PM,11,21,22,21,18,11,55,0.0,1020,23,10,119,12,Oman
2020-12-18,23,18,0.0,8.7,6,20,10:04 AM,09:12 PM,06:42 AM,05:23 PM,12,21,21,21,13,2,59,0.0,1019,23,10,140,8,Oman
2020-12-19,24,19,0.0,8.7,6,27,10:47 AM,10:09 PM,06:42 AM,05:24 PM,14,21,22,21,14,0,64,0.0,1018,24,10,121,9,Oman
2020-12-20,23,19,0.0,8.7,6,34,11:25 AM,11:04 PM,06:43 AM,05:24 PM,13,21,22,21,10,16,61,0.0,1019,23,10,137,6,Oman
2020-12-21,24,19,0.0,8.7,6,41,12:00 PM,11:56 PM,06:43 AM,05:25 PM,14,22,22,21,11,13,64,0.0,1018,24,10,220,7,Oman
2020-12-22,23,19,0.0,8.7,6,49,12:32 PM,No moonset,06:44 AM,05:25 PM,14,21,22,21,17,17,64,0.0,1017,23,10,305,12,Oman
2020-12-23,23,18,0.0,8.7,6,56,01:03 PM,12:46 AM,06:44 AM,05:26 PM,12,20,21,20,13,1,58,0.0,1016,23,10,213,8,Oman
2020-12-24,24,18,0.0,8.7,6,63,01:35 PM,01:36 AM,06:45 AM,05:26 PM,11,21,21,21,12,2,54,0.0,1015,24,10,148,8,Oman
2020-12-25,24,19,0.0,8.7,6,70,02:07 PM,02:25 AM,06:45 AM,05:27 PM,12,21,22,21,14,4,55,0.0,1015,24,10,142,9,Oman
2020-12-26,23,20,0.0,8.7,6,78,02:42 PM,03:17 AM,06:46 AM,05:27 PM,13,21,22,21,19,6,60,0.0,1018,23,10,250,14,Oman
2020-12-27,20,17,0.0,8.7,5,85,03:21 PM,04:09 AM,06:46 AM,05:28 PM,8,19,19,19,24,4,50,0.0,1022,20,10,91,17,Oman
2020-12-28,22,17,0.0,8.7,5,92,04:04 PM,05:03 AM,06:46 AM,05:28 PM,5,19,19,19,22,0,42,0.0,1020,22,10,280,14,Oman
2020-12-29,22,16,0.0,8.7,5,100,04:52 PM,05:58 AM,06:47 AM,05:29 PM,6,19,20,19,8,0,42,0.0,1018,22,10,148,5,Oman
2020-12-30,23,17,0.0,8.7,6,100,05:45 PM,06:53 AM,06:47 AM,05:30 PM,9,20,20,20,21,1,50,0.0,1019,23,10,116,14,Oman
2020-12-31,23,18,0.0,8.7,6,89,06:42 PM,07:47 AM,06:47 AM,05:30 PM,9,20,21,20,21,6,48,0.0,1019,23,10,104,13,Oman
2021-01-01,22,17,0.0,8.7,6,79,07:41 PM,08:37 AM,06:48 AM,05:31 PM,8,20,20,20,13,5,49,0.0,1018,22,10,112,8,Oman
2021-01-02,22,18,0.0,8.7,6,71,08:41 PM,09:24 AM,06:48 AM,05:32 PM,5,20,20,20,16,4,40,0.0,1018,22,10,273,11,Oman
2021-01-03,21,17,0.0,8.7,5,64,09:41 PM,10:06 AM,06:48 AM,05:32 PM,4,19,19,19,24,4,38,0.0,1018,21,10,216,15,Oman
2021-01-04,21,16,0.0,8.7,5,57,10:40 PM,10:46 AM,06:49 AM,05:33 PM,4,18,18,18,20,1,40,0.0,1018,21,10,252,12,Oman
2021-01-05,21,15,0.0,8.7,5,50,11:39 PM,11:24 AM,06:49 AM,05:34 PM,5,18,18,18,15,0,43,0.0,1019,21,10,291,9,Oman
2021-01-06,21,16,0.0,8.7,5,42,No moonrise,12:01 PM,06:49 AM,05:34 PM,5,18,18,18,15,0,43,0.0,1019,21,10,203,10,Oman
2021-01-07,19,14,0.0,8.7,5,35,12:38 AM,12:39 PM,06:49 AM,05:35 PM,6,17,17,17,26,0,47,0.0,1020,19,10,132,18,Oman
2021-01-08,19,15,0.0,8.7,5,28,01:40 AM,01:21 PM,06:49 AM,05:36 PM,6,17,17,17,18,6,47,0.0,1020,19,10,253,12,Oman
2021-01-09,20,14,0.0,8.7,5,20,02:43 AM,02:05 PM,06:49 AM,05:36 PM,3,17,17,17,15,0,38,0.0,1020,20,10,195,9,Oman
2021-01-10,20,14,0.0,8.7,5,13,03:48 AM,02:55 PM,06:50 AM,05:37 PM,2,17,17,17,9,0,39,0.0,1019,20,10,258,6,Oman
2021-01-11,21,14,0.0,8.7,5,6,04:54 AM,03:50 PM,06:50 AM,05:38 PM,4,17,17,17,11,0,43,0.0,1019,21,10,251,7,Oman
2021-01-12,22,15,0.0,8.7,5,0,05:58 AM,04:50 PM,06:50 AM,05:39 PM,6,18,19,18,13,13,45,0.0,1019,22,10,287,8,Oman
2021-01-13,23,16,0.0,8.7,5,0,06:58 AM,05:53 PM,06:50 AM,05:39 PM,7,19,19,19,14,21,47,0.0,1017,23,10,288,8,Oman
2021-01-14,23,17,0.0,8.7,6,1,07:52 AM,06:54 PM,06:50 AM,05:40 PM,10,20,20,20,23,0,53,0.0,1014,23,10,286,14,Oman
2021-01-15,23,18,0.0,8.7,6,8,08:38 AM,07:55 PM,06:50 AM,05:41 PM,11,20,21,20,18,0,57,0.0,1014,23,10,294,11,Oman
2021-01-16,24,18,0.0,8.7,6,16,09:20 AM,08:51 PM,06:50 AM,05:41 PM,12,20,21,20,19,0,59,0.0,1013,24,10,290,12,Oman
2021-01-17,25,17,0.0,8.7,6,23,09:56 AM,09:45 PM,06:50 AM,05:42 PM,10,21,21,20,10,0,50,0.0,1012,25,10,277,6,Oman
2021-01-18,27,19,0.0,8.7,6,30,10:30 AM,10:37 PM,06:50 AM,05:43 PM,11,23,23,23,15,0,47,0.0,1014,27,10,286,8,Oman
2021-01-19,27,17,0.0,8.7,6,38,11:02 AM,11:27 PM,06:50 AM,05:44 PM,11,24,24,22,24,0,48,0.0,1015,27,10,274,14,Oman
2021-01-20,25,19,0.0,8.7,6,45,11:34 AM,No moonset,06:49 AM,05:44 PM,13,22,22,21,19,0,57,0.0,1015,25,10,300,12,Oman
2021-01-21,26,20,0.0,8.7,6,52,12:05 PM,12:17 AM,06:49 AM,05:45 PM,12,23,23,22,14,0,50,0.0,1016,26,10,297,8,Oman
2021-01-22,22,19,0.0,8.7,6,59,12:39 PM,01:08 AM,06:49 AM,05:46 PM,12,21,22,21,30,0,56,0.0,1016,22,10,291,19,Oman
2021-01-23,19,16,0.0,8.7,5,67,01:17 PM,01:59 AM,06:49 AM,05:46 PM,7,18,18,18,22,0,51,0.0,1020,19,10,114,15,Oman
2021-01-24,21,15,0.0,8.7,5,74,01:57 PM,02:53 AM,06:49 AM,05:47 PM,5,18,19,18,12,0,44,0.0,1019,21,10,329,8,Oman
2021-01-25,22,16,0.0,8.7,6,81,02:43 PM,03:47 AM,06:48 AM,05:48 PM,10,19,20,19,16,0,54,0.0,1018,22,10,300,10,Oman
2021-01-26,23,17,0.0,8.7,6,88,03:34 PM,04:42 AM,06:48 AM,05:49 PM,10,19,20,19,11,0,55,0.0,1017,23,10,258,7,Oman
2021-01-27,22,17,0.0,8.7,6,96,04:30 PM,05:37 AM,06:48 AM,05:49 PM,11,19,20,19,17,0,60,0.0,1017,22,10,302,11,Oman
2021-01-28,23,16,0.0,8.7,6,100,05:30 PM,06:29 AM,06:48 AM,05:50 PM,10,19,20,19,15,0,57,0.0,1019,23,10,169,9,Oman
2021-01-29,23,16,0.0,8.7,6,90,06:30 PM,07:18 AM,06:47 AM,05:51 PM,9,19,20,19,18,0,53,0.0,1018,23,10,147,11,Oman
2021-01-30,24,16,0.0,8.7,6,82,07:32 PM,08:03 AM,06:47 AM,05:51 PM,9,20,21,20,12,0,48,0.0,1017,24,10,138,7,Oman
2021-01-31,25,16,0.0,8.7,6,79,08:33 PM,08:45 AM,06:46 AM,05:52 PM,11,21,21,21,11,0,52,0.0,1016,25,10,165,6,Oman
2021-02-01,23,19,0.0,8.7,6,63,09:34 PM,09:24 AM,06:46 AM,05:53 PM,13,21,21,21,16,0,61,0.0,1017,23,10,300,10,Oman
2021-02-02,23,18,0.0,8.7,6,55,10:33 PM,10:02 AM,06:46 AM,05:53 PM,13,20,21,20,15,0,64,0.0,1018,23,10,292,9,Oman
2021-02-03,24,18,0.0,8.7,6,48,11:34 PM,10:40 AM,06:45 AM,05:54 PM,13,20,21,20,13,6,62,0.0,1017,24,10,230,8,Oman
2021-02-04,24,18,0.0,8.7,6,40,No moonrise,11:20 AM,06:45 AM,05:55 PM,13,20,21,20,17,0,62,0.0,1017,24,10,172,11,Oman
2021-02-05,24,18,0.0,8.7,6,33,12:36 AM,12:02 PM,06:44 AM,05:55 PM,13,21,21,21,22,0,64,0.0,1018,24,10,128,14,Oman
2021-02-06,25,18,0.0,8.7,6,25,01:40 AM,12:49 PM,06:44 AM,05:56 PM,12,21,21,21,28,0,56,0.0,1016,25,10,126,18,Oman
2021-02-07,24,17,0.0,8.7,6,18,02:43 AM,01:41 PM,06:43 AM,05:57 PM,12,20,21,20,27,0,59,0.0,1016,24,10,124,16,Oman
