date_time,Bahrain_maxtempC,Bahrain_mintempC,Bahrain_totalSnow_cm,Bahrain_sunHour,Bahrain_uvIndex,Bahrain_moon_illumination,Bahrain_moonrise,Bahrain_moonset,Bahrain_sunrise,Bahrain_sunset,Bahrain_DewPointC,Bahrain_FeelsLikeC,Bahrain_HeatIndexC,Bahrain_WindChillC,Bahrain_WindGustKmph,Bahrain_cloudcover,Bahrain_humidity,Bahrain_precipMM,Bahrain_pressure,Bahrain_tempC,Bahrain_visibility,Bahrain_winddirDegree,Bahrain_windspeedKmph,Bahrain_location
2020-11-08,29,26,0.0,8.5,6,36,11:22 PM,12:19 PM,05:52 AM,04:51 PM,21,30,30,28,25,25,66,0.2,1016,29,10,122,17,Bahrain
2020-11-09,30,27,0.0,11.0,7,28,No moonrise,01:03 PM,05:52 AM,04:51 PM,21,30,30,28,15,2,66,0.0,1017,30,10,130,10,Bahrain
2020-11-10,28,21,0.0,11.0,7,21,12:24 AM,01:43 PM,05:53 AM,04:50 PM,21,29,29,26,9,2,65,0.0,1015,28,10,215,7,Bahrain
2020-11-11,28,22,0.0,11.0,7,13,01:27 AM,02:22 PM,05:54 AM,04:50 PM,20,29,29,27,13,3,63,0.0,1014,28,10,144,9,Bahrain
2020-11-12,28,27,0.0,11.0,7,6,02:31 AM,03:01 PM,05:54 AM,04:49 PM,21,30,30,27,25,3,70,0.0,1015,28,10,117,16,Bahrain
2020-11-13,28,26,0.0,10.9,7,0,03:36 AM,03:40 PM,05:55 AM,04:49 PM,22,30,30,27,29,0,76,0.0,1014,28,10,139,19,Bahrain
2020-11-14,26,25,0.0,10.9,7,0,04:43 AM,04:22 PM,05:56 AM,04:48 PM,18,27,27,25,39,11,64,0.0,1016,26,10,347,29,Bahrain
2020-11-15,25,20,0.0,10.9,6,0,05:52 AM,05:08 PM,05:57 AM,04:48 PM,13,25,25,24,23,3,48,0.0,1016,25,10,254,16,Bahrain
2020-11-16,27,25,0.0,10.9,7,2,07:02 AM,05:59 PM,05:57 AM,04:47 PM,17,27,27,26,20,7,58,0.0,1016,27,10,104,14,Bahrain
2020-11-17,28,25,0.0,10.9,7,9,08:11 AM,06:55 PM,05:58 AM,04:47 PM,19,27,27,26,21,7,66,0.0,1015,28,10,143,15,Bahrain
2020-11-18,26,24,0.0,10.9,7,17,09:16 AM,07:55 PM,05:59 AM,04:47 PM,18,27,27,25,35,8,63,0.0,1016,26,10,305,26,Bahrain
2020-11-19,25,24,0.0,10.9,6,24,10:14 AM,08:56 PM,05:59 AM,04:47 PM,15,26,26,25,28,3,57,0.0,1017,25,10,258,20,Bahrain
2020-11-20,27,24,0.0,10.5,7,32,11:05 AM,09:57 PM,06:00 AM,04:46 PM,16,27,27,26,15,0,57,0.0,1017,27,10,118,11,Bahrain
2020-11-21,29,25,0.0,8.7,7,39,11:50 AM,10:55 PM,06:01 AM,04:46 PM,20,28,28,26,25,0,69,0.0,1015,29,10,135,17,Bahrain
2020-11-22,25,24,0.0,8.7,6,47,12:28 PM,11:51 PM,06:02 AM,04:46 PM,18,26,26,25,38,4,67,0.0,1015,25,10,264,27,Bahrain
2020-11-23,24,23,0.0,8.7,6,54,01:02 PM,No moonset,06:02 AM,04:46 PM,16,25,25,24,40,3,62,0.0,1016,24,10,325,30,Bahrain
2020-11-24,23,21,0.0,8.7,6,62,01:34 PM,12:43 AM,06:03 AM,04:45 PM,14,25,25,22,43,1,59,0.0,1016,23,10,319,33,Bahrain
2020-11-25,23,15,0.0,8.7,6,70,02:04 PM,01:35 AM,06:04 AM,04:45 PM,14,21,23,21,23,1,60,0.0,1016,23,10,260,17,Bahrain
2020-11-26,26,23,0.0,8.7,7,77,02:34 PM,02:26 AM,06:05 AM,04:45 PM,18,26,26,25,26,8,66,0.0,1016,26,10,130,17,Bahrain
2020-11-27,26,24,0.0,7.1,6,85,03:05 PM,03:17 AM,06:05 AM,04:45 PM,19,27,27,25,27,45,68,0.2,1018,26,10,136,18,Bahrain
2020-11-28,26,24,0.0,5.5,6,92,03:38 PM,04:08 AM,06:06 AM,04:45 PM,19,27,27,25,31,55,71,0.4,1018,26,10,122,21,Bahrain
2020-11-29,26,23,0.0,8.7,6,100,04:13 PM,05:01 AM,06:07 AM,04:45 PM,19,26,26,24,32,32,72,0.0,1016,26,10,141,21,Bahrain
2020-11-30,24,23,0.0,5.5,5,100,04:52 PM,05:55 AM,06:07 AM,04:45 PM,20,25,25,24,27,32,79,0.6,1017,24,10,296,19,Bahrain
2020-12-01,23,13,0.0,5.5,5,89,05:36 PM,06:50 AM,06:08 AM,04:45 PM,19,24,24,22,31,45,79,1.7,1017,23,10,222,22,Bahrain
2020-12-02,25,23,0.0,8.7,6,82,06:25 PM,07:46 AM,06:09 AM,04:45 PM,19,26,26,24,16,8,75,0.0,1017,25,10,143,11,Bahrain
2020-12-03,25,24,0.0,8.7,6,75,07:19 PM,08:39 AM,06:10 AM,04:45 PM,20,26,26,24,13,10,76,0.0,1017,25,10,38,9,Bahrain
2020-12-04,25,24,0.0,8.7,6,67,08:16 PM,09:31 AM,06:10 AM,04:45 PM,20,26,26,24,25,9,79,0.0,1015,25,10,101,17,Bahrain
2020-12-05,24,24,0.0,8.7,6,60,09:15 PM,10:18 AM,06:11 AM,04:45 PM,20,26,26,24,24,9,79,0.0,1014,24,10,22,17,Bahrain
2020-12-06,27,23,0.0,8.7,6,53,10:15 PM,11:02 AM,06:12 AM,04:46 PM,19,26,26,24,35,24,76,0.0,1011,27,10,219,24,Bahrain
2020-12-07,21,20,0.0,3.9,5,46,11:17 PM,11:42 AM,06:12 AM,04:46 PM,15,21,23,21,44,46,68,0.8,1018,21,10,328,33,Bahrain
2020-12-08,21,20,0.0,8.7,6,38,No moonrise,12:20 PM,06:13 AM,04:46 PM,13,20,20,20,44,0,62,0.0,1020,21,10,324,34,Bahrain
2020-12-09,22,20,0.0,8.7,6,31,12:17 AM,12:57 PM,06:14 AM,04:46 PM,13,21,22,21,38,0,61,0.0,1019,22,10,322,28,Bahrain
2020-12-10,22,21,0.0,8.7,6,24,01:20 AM,01:34 PM,06:14 AM,04:46 PM,13,21,24,21,28,2,59,0.0,1018,22,10,324,20,Bahrain
2020-12-11,22,21,0.0,8.7,6,17,02:23 AM,02:13 PM,06:15 AM,04:47 PM,12,21,23,21,28,3,57,0.0,1019,22,10,323,20,Bahrain
2020-12-12,21,20,0.0,8.7,6,9,03:29 AM,02:56 PM,06:16 AM,04:47 PM,12,20,20,20,33,0,58,0.0,1019,21,10,317,25,Bahrain
2020-12-13,21,19,0.0,8.7,6,2,04:37 AM,03:43 PM,06:16 AM,04:47 PM,12,20,20,20,36,0,61,0.0,1019,21,10,321,27,Bahrain
2020-12-14,21,17,0.0,8.7,6,0,05:46 AM,04:36 PM,06:17 AM,04:48 PM,12,20,21,20,24,0,58,0.0,1019,21,10,283,17,Bahrain
2020-12-15,23,20,0.0,8.7,6,0,06:54 AM,05:35 PM,06:17 AM,04:48 PM,14,24,24,22,7,0,61,0.0,1019,23,10,194,6,Bahrain
2020-12-16,23,20,0.0,7.1,5,5,07:57 AM,06:36 PM,06:18 AM,04:48 PM,16,22,23,22,24,14,69,0.0,1019,23,10,151,16,Bahrain
2020-12-17,24,21,0.0,8.7,6,12,08:53 AM,07:40 PM,06:19 AM,04:49 PM,16,24,24,22,30,1,68,0.0,1018,24,10,149,19,Bahrain
2020-12-18,23,21,0.0,8.7,6,20,09:42 AM,08:41 PM,06:19 AM,04:49 PM,14,22,24,22,23,8,62,0.0,1017,23,10,162,15,Bahrain
2020-12-19,22,21,0.0,7.1,5,27,10:24 AM,09:40 PM,06:20 AM,04:50 PM,16,21,23,21,30,34,70,0.5,1020,22,10,265,22,Bahrain
2020-12-20,21,20,0.0,8.7,6,34,11:01 AM,10:35 PM,06:20 AM,04:50 PM,13,20,20,20,36,6,65,0.0,1022,21,10,342,26,Bahrain
2020-12-21,21,19,0.0,8.7,6,41,11:35 AM,11:28 PM,06:21 AM,04:51 PM,12,20,20,20,40,3,61,0.0,1022,21,10,334,30,Bahrain
2020-12-22,20,20,0.0,8.7,6,49,12:05 PM,No moonset,06:21 AM,04:51 PM,13,20,20,20,40,1,63,0.0,1020,20,10,334,29,Bahrain
2020-12-23,21,16,0.0,8.7,6,56,12:35 PM,12:19 AM,06:22 AM,04:52 PM,13,20,20,20,21,7,61,0.0,1017,21,10,257,15,Bahrain
2020-12-24,22,19,0.0,8.7,6,63,01:06 PM,01:10 AM,06:22 AM,04:52 PM,13,21,21,21,23,15,63,0.0,1014,22,10,157,16,Bahrain
2020-12-25,20,19,0.0,7.1,4,70,01:38 PM,02:01 AM,06:23 AM,04:53 PM,13,20,20,20,43,42,67,0.0,1018,20,10,332,32,Bahrain
2020-12-26,18,18,0.0,8.7,5,78,02:11 PM,02:53 AM,06:23 AM,04:53 PM,10,18,18,18,47,16,60,0.0,1022,18,10,338,36,Bahrain
2020-12-27,20,14,0.0,7.1,4,85,02:49 PM,03:47 AM,06:23 AM,04:54 PM,12,18,19,18,25,46,63,0.0,1023,20,10,185,18,Bahrain
2020-12-28,20,19,0.0,8.7,5,92,03:32 PM,04:42 AM,06:24 AM,04:55 PM,13,20,20,20,25,9,68,0.0,1022,20,10,312,18,Bahrain
2020-12-29,20,18,0.0,8.7,5,100,04:19 PM,05:38 AM,06:24 AM,04:55 PM,13,19,19,19,34,7,70,0.0,1021,20,10,325,24,Bahrain
2020-12-30,20,19,0.0,8.7,5,100,05:12 PM,06:33 AM,06:25 AM,04:56 PM,14,20,20,20,27,9,68,0.0,1020,20,10,342,19,Bahrain
2020-12-31,21,20,0.0,8.7,6,89,06:09 PM,07:26 AM,06:25 AM,04:57 PM,14,20,20,20,21,10,70,0.0,1019,21,10,268,14,Bahrain
2021-01-01,21,20,0.0,7.1,5,79,07:09 PM,08:16 AM,06:25 AM,04:57 PM,15,20,20,20,20,32,72,0.0,1019,21,10,96,14,Bahrain
2021-01-02,21,20,0.0,8.7,6,71,08:10 PM,09:01 AM,06:25 AM,04:58 PM,15,20,20,20,26,6,74,0.0,1020,21,10,340,17,Bahrain
2021-01-03,21,20,0.0,8.7,6,64,09:11 PM,09:43 AM,06:26 AM,04:59 PM,14,20,20,20,29,6,70,0.0,1019,21,10,333,20,Bahrain
2021-01-04,21,20,0.0,8.7,6,57,10:11 PM,10:21 AM,06:26 AM,04:59 PM,14,20,20,20,17,14,66,0.0,1019,21,10,217,11,Bahrain
2021-01-05,21,20,0.0,8.7,6,50,11:12 PM,10:58 AM,06:26 AM,05:00 PM,14,20,20,20,18,11,65,0.0,1020,21,10,218,12,Bahrain
2021-01-06,21,20,0.0,8.7,6,42,No moonrise,11:34 AM,06:26 AM,05:01 PM,14,20,20,20,25,14,67,0.0,1021,21,10,350,17,Bahrain
2021-01-07,20,19,0.0,8.7,5,35,12:13 AM,12:11 PM,06:26 AM,05:02 PM,10,20,20,20,20,2,56,0.0,1021,20,10,226,14,Bahrain
2021-01-08,21,19,0.0,8.7,5,28,01:16 AM,12:50 PM,06:26 AM,05:02 PM,11,20,20,20,13,27,55,0.0,1021,21,10,82,9,Bahrain
2021-01-09,20,18,0.0,8.7,5,20,02:20 AM,01:34 PM,06:27 AM,05:03 PM,12,19,19,19,18,15,62,0.0,1021,20,10,168,12,Bahrain
2021-01-10,20,19,0.0,8.7,5,13,03:27 AM,02:22 PM,06:27 AM,05:04 PM,11,19,19,19,26,7,57,0.0,1021,20,10,306,18,Bahrain
2021-01-11,19,18,0.0,8.7,5,6,04:33 AM,03:18 PM,06:27 AM,05:05 PM,10,19,19,19,36,0,58,0.0,1021,19,10,334,26,Bahrain
2021-01-12,19,18,0.0,8.7,5,0,05:38 AM,04:17 PM,06:27 AM,05:05 PM,11,18,18,18,38,0,62,0.0,1022,19,10,323,28,Bahrain
2021-01-13,19,17,0.0,8.7,5,0,06:37 AM,05:20 PM,06:27 AM,05:06 PM,11,18,18,18,33,0,63,0.0,1020,19,10,315,24,Bahrain
2021-01-14,19,12,0.0,7.2,4,1,07:30 AM,06:23 PM,06:27 AM,05:07 PM,6,17,17,17,18,30,47,0.0,1017,19,10,251,13,Bahrain
2021-01-15,22,18,0.0,8.7,5,8,08:16 AM,07:24 PM,06:27 AM,05:08 PM,7,19,20,19,25,18,46,0.0,1015,22,10,162,15,Bahrain
2021-01-16,20,19,0.0,8.7,5,16,08:56 AM,08:21 PM,06:27 AM,05:08 PM,13,20,20,20,26,9,69,0.0,1014,20,10,257,17,Bahrain
2021-01-17,22,13,0.0,8.7,6,23,09:32 AM,09:17 PM,06:26 AM,05:09 PM,15,19,20,19,14,4,69,0.0,1013,22,10,237,9,Bahrain
2021-01-18,21,19,0.0,8.7,6,30,10:04 AM,10:09 PM,06:26 AM,05:10 PM,15,20,20,20,30,1,73,0.0,1016,21,10,342,19,Bahrain
2021-01-19,20,19,0.0,8.7,5,38,10:34 AM,11:01 PM,06:26 AM,05:11 PM,13,20,20,20,33,1,67,0.0,1018,20,10,348,22,Bahrain
2021-01-20,23,19,0.0,8.7,6,45,11:05 AM,11:52 PM,06:26 AM,05:12 PM,13,20,21,20,19,0,63,0.0,1017,23,10,178,12,Bahrain
2021-01-21,19,17,0.0,8.7,5,52,11:36 AM,No moonset,06:26 AM,05:12 PM,11,18,18,18,58,1,63,0.0,1021,19,10,310,42,Bahrain
2021-01-22,16,10,0.0,8.7,5,59,12:09 PM,12:44 AM,06:26 AM,05:13 PM,9,15,15,15,54,13,66,0.0,1023,16,10,329,43,Bahrain
2021-01-23,18,16,0.0,8.7,4,67,12:45 PM,01:37 AM,06:25 AM,05:14 PM,10,17,17,17,31,42,63,0.0,1023,18,10,339,23,Bahrain
2021-01-24,18,16,0.0,8.7,5,74,01:25 PM,02:31 AM,06:25 AM,05:15 PM,10,17,17,17,29,4,64,0.0,1022,18,10,326,21,Bahrain
2021-01-25,19,17,0.0,8.7,5,81,02:10 PM,03:26 AM,06:25 AM,05:16 PM,11,18,18,18,29,1,65,0.0,1021,19,10,328,20,Bahrain
2021-01-26,19,18,0.0,8.7,5,88,03:01 PM,04:22 AM,06:24 AM,05:16 PM,12,18,18,18,26,0,69,0.0,1020,19,10,330,17,Bahrain
2021-01-27,20,19,0.0,8.7,5,96,03:57 PM,05:17 AM,06:24 AM,05:17 PM,13,19,19,19,24,3,69,0.0,1019,20,10,252,15,Bahrain
2021-01-28,23,19,0.0,8.7,6,100,04:57 PM,06:08 AM,06:24 AM,05:18 PM,13,20,21,20,16,0,64,0.0,1018,23,10,95,9,Bahrain
2021-01-29,23,19,0.0,8.7,6,90,05:59 PM,06:56 AM,06:23 AM,05:19 PM,13,20,21,20,38,4,62,0.0,1016,23,10,144,20,Bahrain
2021-01-30,20,19,0.0,8.7,5,82,07:02 PM,07:40 AM,06:23 AM,05:19 PM,13,20,20,20,45,3,65,0.0,1016,20,10,263,28,Bahrain
2021-01-31,18,17,0.0,8.7,5,79,08:04 PM,08:20 AM,06:22 AM,05:20 PM,11,18,18,18,42,0,63,0.0,1020,18,10,338,30,Bahrain
2021-02-01,19,18,0.0,8.7,5,63,09:06 PM,08:58 AM,06:22 AM,05:21 PM,11,18,18,18,41,1,62,0.0,1021,19,10,334,29,Bahrain
2021-02-02,20,18,0.0,8.7,5,55,10:08 PM,09:35 AM,06:21 AM,05:22 PM,13,19,19,19,36,19,68,0.0,1021,20,10,331,25,Bahrain
2021-02-03,20,18,0.0,8.7,5,48,11:10 PM,10:12 AM,06:21 AM,05:22 PM,13,19,19,19,25,10,68,0.0,1019,20,10,294,16,Bahrain
2021-02-04,21,18,0.0,8.7,5,40,No moonrise,10:50 AM,06:20 AM,05:23 PM,13,19,19,19,15,3,68,0.0,1017,21,10,241,9,Bahrain
2021-02-05,22,19,0.0,8.7,6,33,12:13 AM,11:32 AM,06:20 AM,05:24 PM,13,20,21,20,36,1,66,0.0,1015,22,10,126,19,Bahrain
2021-02-06,23,19,0.0,8.7,6,25,01:18 AM,12:17 PM,06:19 AM,05:25 PM,14,20,21,20,38,10,70,0.0,1013,23,10,202,23,Bahrain
2021-02-07,20,19,0.0,7.2,4,18,02:22 AM,01:09 PM,06:19 AM,05:25 PM,16,19,19,19,35,23,83,0.1,1015,20,10,241,24,Bahrain
